Name,School,Power,Link,Hometown
Micah Ginoza,Utah,-1.0,/swimmer/393775,
Preston Forst,Stanford,-1.0,/swimmer/1742472,
Destin Lasco,California,-1.0,/swimmer/404919,
Dare Rose,California,-1.0,,
Jack Meehan,California,-1.0,NoMatch,
Ryan Abdollahi,Southern Cali,-1.0,/swimmer/417580,
Samuel Lucas,Utah,-1.0,/swimmer/480149,
Tyler Kopp,California,-1.0,/swimmer/551639,
Dylan Becker,Utah,-1.0,/swimmer/377003,
Ryan Garstang,Utah,-1.0,/swimmer/600283,
David Schlicht,Arizona,-1.0,,
Preston Planells,Utah,-1.0,/swimmer/417820,
Sam Parker,Arizona St,-1.0,,
Holden Ellsworth,Utah,-1.0,/swimmer/603532,
Forrest Frazier,California,-1.0,/swimmer/401123,
Justin Lum,Southern Cali,-1.0,/swimmer/362602,
Jake Hand,Arizona,-1.0,,
Matt Wilcox,Utah,-1.0,,
Jarod Arroyo,Arizona St,-1.0,/swimmer/403823,
Andrei Minakov,Stanford,-1.0,/swimmer/418838,
Kai Bathurst,California,-1.0,,
Adam Chaney,Florida,-1.0,/swimmer/545135,
Matt King,Alabama,-1.0,/swimmer/335423,
Micah Chambers,Tennessee,-1.0,/swimmer/1145926,
Kraig Bray,Texas A&M,-1.0,,
Max Berg,Kentucky,-1.0,,
Logan Tirheimer,Auburn,-1.0,/swimmer/533005,
Daniel Wilson,Missouri,-1.0,/swimmer/525212,
Carter Nelson,Texas A&M,-1.0,/swimmer/856591,
Joe Jordan,Tennessee,-1.0,,
Trevor McGovern,Florida,-1.0,,
Collin Fuchs,Texas A&M,-1.0,/swimmer/549354,
David Oderinde,Texas A&M,-1.0,/swimmer/549383,
Harrison Lierz,Tennessee,-1.0,/swimmer/403731,
Spencer Adrian,LSU,-1.0,/swimmer/419403,
Joey Wachter,Alabama,-1.0,,
Kacper Piotrowski,Alabama,-1.0,/swimmer/674649,
Jake Magahey,Georgia,-1.0,,
Jacob McDonald,Tennessee,-1.0,/swimmer/412758,
Ryan Husband,Auburn,-1.0,/swimmer/398910,
Michael Foley,LSU,-1.0,NoMatch,
Eric Stelmar,Alabama,-1.0,/swimmer/496073,
Christopher O'Connor,Alabama,-1.0,,
Luke Massey,South Carolina,-1.0,/swimmer/346699,
Mikkel Gadgaard Gadgaard,Auburn,-1.0,,
Will Jackson,Tennessee,-1.0,,
Jackson Davis,South Carolina,-1.0,/swimmer/551107,
Rafael Ponce De Leon,Tennessee,-1.0,,
James Henderson,LSU,-1.0,NoMatch,
Jake Narvid,Tennessee,-1.0,,
Michael Bonson,Auburn,-1.0,/swimmer/480458,
Nicholas Hernandez-Tome,Florida,-1.0,,
Luca Urlando,Georgia,-1.0,,
Freddie Rindshoej,Missouri,-1.0,,
Bradley Dunham,Georgia,-1.0,/swimmer/416604,
Thad Dickerson,Texas A&M,-1.0,/swimmer/549348,
Emil Hassling,LSU,-1.0,/swimmer/501639,
Jadan Nabor,Auburn,-1.0,/swimmer/504523,
Adam Rosipal,Kentucky,-1.0,/swimmer/546734,
Jace Crawford,Florida,-1.0,/swimmer/371497,
Rafael Davila,South Carolina,-1.0,/swimmer/305759,
Tommylee Camblong,Georgia,-1.0,/swimmer/1032406,
Jack Vandeusen,Florida,-1.0,,
Jack Gillespie,Tennessee,-1.0,/swimmer/418325,
Brendan Peacock,Florida,-1.0,/swimmer/310451,
Wesley Hyde,Florida,-1.0,/swimmer/375861,
Joey Tepper,Tennessee,-1.0,,
Blake Peeples,Alabama,-1.0,,
Mason Nyboer,LSU,-1.0,/swimmer/326922,
Mikolaj Malec,Missouri,-1.0,/swimmer/885776,
Zane Rosely,Kentucky,-1.0,/swimmer/567269,
Jake Marcum,Alabama,-1.0,,
Thomas Shomper,Texas A&M,-1.0,/swimmer/354127,
Vincent Ribeiro,Texas A&M,-1.0,/swimmer/354106,
Wesley Ng,Georgia,-1.0,,
Elliott Jones,Auburn,-1.0,/swimmer/659651,
Sam Hanke,South Carolina,-1.0,/swimmer/818780,
Evan McInerny McInerny,Auburn,-1.0,,
Amro AL-WIR,Florida,-1.0,,
Mateusz Dubas,Florida,-1.0,/swimmer/855122,
Mitch Mason,LSU,-1.0,,
Reid Mikuta,Auburn,-1.0,,
Alex Sanchez,Texas A&M,-1.0,NoMatch,
Alejandro Flores,Auburn,-1.0,/swimmer/603462,
Lyubomir Epitropov,Tennessee,-1.0,/swimmer/508719,
Harrison Wayner,Georgia,-1.0,/swimmer/416535,
Trey Sheils,Alabama,-1.0,/swimmer/506198,
Connor Haigh,Georgia,-1.0,/swimmer/501068,
Daniel West,South Carolina,-1.0,/swimmer/505922,
Max Hardt,Texas A&M,-1.0,,
Zach Franklin,Georgia,-1.0,,
Billy Jones,Florida,-1.0,,
Luke Johnson,Texas A&M,-1.0,NoMatch,
Caleb Kelly,Loyola University (Maryland),-1.0,NoMatch,
Patrick Colwell,U.S. Naval Academy (Navy),-1.0,/swimmer/526553,
Jonah Harm,U.S. Naval Academy (Navy),-1.0,/swimmer/418318,
Justin Lee,Boston U,-1.0,/swimmer/1210003,
James Pinter,Army,-1.0,/swimmer/598565,
Caleb Farris,American,-1.0,/swimmer/629117,
Nathaniel Frucht,Boston U,-1.0,,
Alexander Grahor,Loyola University (Maryland),-1.0,,
Alex Patti,Lehigh,-1.0,,
Jackson Olin,Boston U,-1.0,/swimmer/551517,
Zach Reid,Loyola University (Maryland),-1.0,,
John Gehrig,Bucknell,-1.0,/swimmer/405047,
Nick Buckley,American,-1.0,,
John Inman,Loyola University (Maryland),-1.0,/swimmer/104506,
Adrien Pierce,Boston U,-1.0,/swimmer/658585,
Aiden McCurley,Lehigh,-1.0,/swimmer/1206592,
Will Timme,American,-1.0,,
Nicholas Gewartowski,Lehigh,-1.0,,
Will Deitch,American,-1.0,,
Seamus Brown,American,-1.0,,
Andy Rogatinsky,Boston U,-1.0,,
Ryan Atwood,Loyola University (Maryland),-1.0,NoMatch,
Mark Owens,Loyola University (Maryland),-1.0,NoMatch,
William Bollwerk,Lafayette,-1.0,/swimmer/580171,
Wil Cosgrove,American,-1.0,,
Marrick Golladay,Loyola University (Maryland),-1.0,/swimmer/1328317,
Joey Cholish,Loyola University (Maryland),-1.0,,
Carlos Cordero,American,-1.0,/swimmer/1070928,
Russel Tullius,American,-1.0,,
Joe Melin,American,-1.0,,
Garrett McGovern,U.S. Naval Academy (Navy),-1.0,/swimmer/532018,
Chris Fabian,Bucknell,-1.0,/swimmer/1194396,
Matthew Simpson,Boston U,-1.0,/swimmer/1783242,
Kyle Lo,Loyola University (Maryland),-1.0,,
Griffin Young,American,-1.0,/swimmer/662618,
Cole Seeger,Holy Cross,-1.0,/swimmer/1065721,
Aldrich Elvambuena,American,-1.0,/swimmer/581000,
Matt Murphy,U.S. Naval Academy (Navy),-1.0,,
Dan Galante,Boston U,-1.0,,
Liam Morris,Loyola University (Maryland),-1.0,NoMatch,
Spencer Maher,Holy Cross,-1.0,/swimmer/818625,
Keagan Casey,Lehigh,-1.0,/swimmer/622839,
Ian Tansill,Army,-1.0,/swimmer/466244,
Josh Anderson,U.S. Naval Academy (Navy),-1.0,NoMatch,
Elias Contogonas,Army,-1.0,/swimmer/440702,
Toby Jackson,Boston U,-1.0,,
Graham Horrigan,Boston U,-1.0,/swimmer/596694,
Timmy Manzella,Holy Cross,-1.0,/swimmer/800416,
Sam Wesley,Army,-1.0,,
Jimmy Lapsley,Lafayette,-1.0,,
Neil Nejame,Colgate,-1.0,/swimmer/593449,
Richard Trentalange,U.S. Naval Academy (Navy),-1.0,,
Bruce Bannister,Army,-1.0,/swimmer/426402,
Noah Basista,Bucknell,-1.0,/swimmer/495164,
Kevin Crane,Bucknell,-1.0,/swimmer/613142,
Greg Sifferman,Loyola University (Maryland),-1.0,,
Sasha Liu,American,-1.0,/swimmer/377247,
Will Darrenkamp,American,-1.0,,
Riley Worshek,Army,-1.0,/swimmer/1142664,
Charles Sieglaff,South Dakota St,-1.0,/swimmer/1407304,
Caden Feit,South Dakota,-1.0,/swimmer/621778,
Liam Murray,South Dakota St,-1.0,/swimmer/1344846,
Aidan Gantenbein,South Dakota,-1.0,/swimmer/484401,
Matt Sorenson,South Dakota St,-1.0,,
Alex Lynch,Denver,-1.0,NoMatch,
Parker Sonnabend,South Dakota,-1.0,/swimmer/492115,
Jackson Penny,Eastern Ill,-1.0,/swimmer/630053,
Marshall Holt,Eastern Ill,-1.0,/swimmer/608289,
Keegan Henning,South Dakota,-1.0,/swimmer/587721,
Trevor Sinclair,South Dakota,-1.0,/swimmer/694814,
Ryan Catron,Denver,-1.0,/swimmer/403032,
Miguel Turcios,Eastern Ill,-1.0,/swimmer/1138185,
Zachary Bayler,Denver,-1.0,,
Carter Anderson,South Dakota,-1.0,/swimmer/921361,
Caleb Swanson,South Dakota,-1.0,/swimmer/705490,
Marcus Benson,South Dakota St,-1.0,/swimmer/609517,
Kelby Modene,Denver,-1.0,/swimmer/505387,
Reece Hemmens,UNLV (M),-1.0,/swimmer/496860,
George Ratiu,UNLV (M),-1.0,/swimmer/1131255,
Grant Afman,Air Force (M),-1.0,/swimmer/1326393,
Jakob Borrman,University of Wyoming,-1.0,/swimmer/449803,
Jacob Folsom,Grand Canyon,-1.0,/swimmer/781664,
Boris Milev,Cal Baptist,-1.0,/swimmer/861008,
Adrian Curbelo Tejera,Grand Canyon,-1.0,,
Joseph Moore,Air Force (M),-1.0,NoMatch,
Stephen Zanowic,Air Force (M),-1.0,/swimmer/531991,
Paul Rasoumoff,Cal Baptist,-1.0,/swimmer/1281246,
Aj Sheppard,Grand Canyon,-1.0,,
Reilly Gilbert,University of Wyoming,-1.0,/swimmer/353963,
Parker Wichelmann,Seattle U (M),-1.0,/swimmer/455899,
John Wargin,University of Wyoming,-1.0,/swimmer/404461,
Harper Houk,Grand Canyon,-1.0,/swimmer/505991,
Blaise Achecar,Seattle U (M),-1.0,/swimmer/1329197,
Cody Meyer,Cal Baptist,-1.0,NoMatch,
Cooper Kiel,UNLV (M),-1.0,NoMatch,
Ryan Reid,Seattle U (M),-1.0,NoMatch,
Michael Luna,Seattle U (M),-1.0,,
Luke Walker,University of Wyoming,-1.0,NoMatch,
Harry Tjaden,University of Wyoming,-1.0,,
Christopher Lindley,Air Force (M),-1.0,,
Andrew Columbus,University of Wyoming,-1.0,/swimmer/555201,
Hunter May,Cal Baptist,-1.0,/swimmer/375186,
McKay Mickelson,UNLV (M),-1.0,/swimmer/505749,
Matt King,Virginia,-1.0,/swimmer/335423,
Chris Guiliano,Notre Dame,-1.0,,
Connor Boyle,Virginia,-1.0,/swimmer/486413,
Aiden Hayes,North Carolina State University,-1.0,/swimmer/424393,
Bart Piszczorowicz,North Carolina State University,-1.0,,
Vlad Dubinin,Louisville,-1.0,,
Brad Sanford,Duke,-1.0,,
Jokubas Keblys,Florida St,-1.0,,
Walker Davis,"University of North Carolina, Chapel Hill",-1.0,/swimmer/563346,
Sam Hoover,North Carolina State University,-1.0,NoMatch,
Owen Taylor,Louisville,-1.0,/swimmer/670722,
Ben Eckerson,Virginia Tech,-1.0,,
Hayden Jay,Virginia Tech,-1.0,/swimmer/658880,
Leandro Odorici,Georgia Institute of Technology,-1.0,/swimmer/1162175,
Arijus Pavlidi,Florida St,-1.0,/swimmer/546486,
Krzysztof Radziszewski,Pittsburgh,-1.0,/swimmer/1158015,
Dominic Miller,Florida St,-1.0,/swimmer/538369,
David Gapinski,Georgia Institute of Technology,-1.0,/swimmer/1184886,
Bryce Ortanes,Notre Dame,-1.0,/swimmer/450012,
Max Myers,Notre Dame,-1.0,/swimmer/949714,
Rian Covington,Florida St,-1.0,/swimmer/538121,
Mario Molla Yanes,Virginia Tech,-1.0,,
Sebastian Poulsen,"University of North Carolina, Chapel Hill",-1.0,/swimmer/667113,
Guy Frimis,Pittsburgh,-1.0,,
Eli Butters,Florida St,-1.0,/swimmer/958480,
Adam Mahler,Pittsburgh,-1.0,/swimmer/417330,
Nikolas Lee-Bishop,Virginia Tech,-1.0,/swimmer/452707,
Jack Christian,Duke,-1.0,,
Michael Volpe,Duke,-1.0,/swimmer/641514,
Shing chi yuk,Virginia Tech,-1.0,,
Nick Tommasone,Notre Dame,-1.0,,
Paul Lerro,Pittsburgh,-1.0,/swimmer/458502,
Dylan Citta,"University of North Carolina, Chapel Hill",-1.0,/swimmer/526561,
Joseph Hong,Virginia Tech,-1.0,/swimmer/1330807,
Jason Martindale,Florida St,-1.0,/swimmer/1424916,
Mateja Milovanovic,"University of North Carolina, Chapel Hill",-1.0,/swimmer/575258,
Murilo Sartori,Louisville,-1.0,,
Luis Dominguez Calonge,Virginia Tech,-1.0,,
Arsenio Bustos,North Carolina State University,-1.0,/swimmer/616524,
Denis Loktev,Louisville,-1.0,/swimmer/508481,
Blake Johnson,Duke,-1.0,/swimmer/95281,
Wesley Kephart,Pittsburgh,-1.0,/swimmer/376139,
Antonio Romero,Georgia Institute of Technology,-1.0,/swimmer/779906,
Gustavo Saldo,Louisville,-1.0,,
Matt Van Deusen,"University of North Carolina, Chapel Hill",-1.0,,
Mert Kilavuz,Georgia Institute of Technology,-1.0,/swimmer/1124820,
Peter Thompson,Virginia,-1.0,/swimmer/606098,
Colin Bitz,Virginia,-1.0,/swimmer/358791,
Tommy Bried,Louisville,-1.0,,
Andrew Guziec,Notre Dame,-1.0,/swimmer/551572,
Michael Jiang,Duke,-1.0,/swimmer/897146,
Will Gallant,North Carolina State University,-1.0,,
Hugo Thomas,Notre Dame,-1.0,/swimmer/635587,
John Bossler,Louisville,-1.0,/swimmer/626240,
Aidan Crisci,"University of North Carolina, Chapel Hill",-1.0,/swimmer/520815,
Joshua Brown,Notre Dame,-1.0,/swimmer/437399,
Matt Styczen,Virginia,-1.0,,
Noah Smith,Florida St,-1.0,NoMatch,
Ryan Hogan,Louisville,-1.0,/swimmer/941793,
Berke Saka,Georgia Institute of Technology,-1.0,/swimmer/1019973,
Nico Garcia,Virginia Tech,-1.0,,
Wylie Kruse,Louisville,-1.0,,
Ryan Silver,"University of North Carolina, Chapel Hill",-1.0,/swimmer/641617,
Auben Nugent,Florida St,-1.0,/swimmer/566683,
Denis Petrashov,Louisville,-1.0,/swimmer/420508,
Scooter Iida,Virginia,-1.0,,
Luke Shourds,Louisville,-1.0,/swimmer/470018,
Parker Macy,Notre Dame,-1.0,/swimmer/376567,
Brennan Hammond,Florida St,-1.0,/swimmer/169326,
Oliver Gassmann,UMBC,-1.0,/swimmer/1010103,
Bode Neale,UMBC,-1.0,/swimmer/518934,
Eli Lanfear,Binghamton,-1.0,/swimmer/824127,
Ryan Harding,UMBC,-1.0,/swimmer/605466,
Tanish Chhabra,NJIT,-1.0,/swimmer/1135823,
Sandon Karinsky,Binghamton,-1.0,/swimmer/982509,
Finn Devers,Maine,-1.0,/swimmer/936059,
Daniel Nicusan,UMBC,-1.0,/swimmer/1177962,
Nick Scott,Maine,-1.0,/swimmer/1025855,
Cooper Williams,Maine,-1.0,/swimmer/318965,
Aidan Blackmon,NJIT,-1.0,/swimmer/658798,
Mizell McEachin,NJIT,-1.0,/swimmer/595144,
Charles Bennici,UMBC,-1.0,/swimmer/358935,
Yassin Tolba,UMBC,-1.0,,
Cameron Watelet,Maine,-1.0,,
Zach Hopp,Maine,-1.0,,
Daniel Tanaka,Maine,-1.0,/swimmer/1090664,
Kaden Kilger,Maine,-1.0,/swimmer/1338527,
Nicholas Plese,Maine,-1.0,/swimmer/1099856,
Jj Chapman,UMBC,-1.0,,
Max Casey-Bolanos,UMBC,-1.0,/swimmer/530174,
Donovan Durand,Maine,-1.0,/swimmer/1156423,
Andrew Lucky,NJIT,-1.0,/swimmer/518028,
Ryan Murray,UMBC,-1.0,/swimmer/577785,
Sam Deemer,NJIT,-1.0,,
Liam Hood,Maine,-1.0,/swimmer/555096,
Cole Bruns,Southern Methodist University,-1.0,,
Drew Hawthorne,Cincinnati,-1.0,/swimmer/1049824,
Joe Rusnock,Southern Methodist University,-1.0,,
Quinn Cynor,Cincinnati,-1.0,,
Pierce Thionville,Southern Methodist University,-1.0,/swimmer/366729,
Russell Exum,Southern Methodist University,-1.0,/swimmer/869015,
Tommy Eaton,Cincinnati,-1.0,,
Hurricane Harris,Cincinnati,-1.0,,
Sawyer Inglis,Southern Methodist University,-1.0,/swimmer/458521,
Joshua Miller,Southern Methodist University,-1.0,NoMatch,
Alex Gonzalez,Cincinnati,-1.0,NoMatch,
Erik Menchhofer,Cincinnati,-1.0,/swimmer/486036,
Davis Edwards,Southern Methodist University,-1.0,/swimmer/403156,
Ricky Williams,Cincinnati,-1.0,/swimmer/2645330,
Rob McCall,Southern Methodist University,-1.0,,
Cotton Fields,Southern Methodist University,-1.0,,
Angus Corbeau,Southern Methodist University,-1.0,/swimmer/550296,
Ben Binder,Southern Methodist University,-1.0,,
Tyler Lentine,Cincinnati,-1.0,/swimmer/404418,
Collin Singler,Cincinnati,-1.0,/swimmer/653111,
Djurdje Matic,GW,-1.0,/swimmer/673938,
Zane Roberts,George Mason,-1.0,/swimmer/1182650,
Ben McClain,Davidson,-1.0,/swimmer/857842,
Kyle Gluck,St. Bonaventure,-1.0,/swimmer/558490,
Guil Ware,Davidson,-1.0,/swimmer/602717,
Wyatt Johnson,Saint Louis University,-1.0,NoMatch,
Caleb Ingham,La Salle,-1.0,/swimmer/867993,
Beau Bengston,Massachusetts,-1.0,/swimmer/1238229,
Taz Kanjanakaset,Fordham,-1.0,,
Ethan Highley,Saint Louis University,-1.0,/swimmer/571320,
Grant Beebe,Massachusetts,-1.0,/swimmer/740092,
Vitalis Onu,Fordham,-1.0,/swimmer/551283,
Alexander Shah,Fordham,-1.0,/swimmer/2987147,
Jeremy Kemp,Davidson,-1.0,/swimmer/1163363,
Zach Titus,St. Bonaventure,-1.0,,
Ryan Davidoff,Fordham,-1.0,/swimmer/478360,
Miles Charles,Davidson,-1.0,/swimmer/750389,
Ethan Gray,Saint Louis University,-1.0,NoMatch,
Michael Biryukov,Fordham,-1.0,/swimmer/1308356,
Joe Durocher,George Mason,-1.0,,
Justin Clark,GW,-1.0,NoMatch,
Ethan Hoak,Saint Louis University,-1.0,NoMatch,
Len Ray,Fordham,-1.0,/swimmer/1189597,
Tommy White,St. Bonaventure,-1.0,,
Andrew Schou,Davidson,-1.0,/swimmer/1222768,
Tyler Roethke,Massachusetts,-1.0,/swimmer/569118,
Joe Grese,Saint Louis University,-1.0,,
Graham Bishop,Saint Louis University,-1.0,/swimmer/509667,
Kevin Zahariev,Fordham,-1.0,/swimmer/454049,
Alex Daw,Saint Louis University,-1.0,/swimmer/584657,
David Ruetten,Saint Louis University,-1.0,/swimmer/496041,
Michael Pietrucha,St. Bonaventure,-1.0,/swimmer/774753,
Max Murray,St. Bonaventure,-1.0,NoMatch,
Mark Kosir,Saint Louis University,-1.0,/swimmer/818276,
Daniel Cote,Fordham,-1.0,/swimmer/998354,
Franklin Liu,Saint Louis University,-1.0,/swimmer/1380999,
Justin Lee,George Mason,-1.0,/swimmer/1210003,
Kasey Copley,Saint Louis University,-1.0,/swimmer/520506,
Brian Desmond,Fordham,-1.0,/swimmer/510525,
Nick Maranto,George Mason,-1.0,,
Henry Logan,Davidson,-1.0,/swimmer/568063,
Connor Rodgers,GW,-1.0,/swimmer/418396,
Philip Moldovanu,GW,-1.0,/swimmer/587238,
Alexander Behr,St. Bonaventure,-1.0,,
Zachary Kopel,George Mason,-1.0,/swimmer/1337224,
Daniel Langlois,Fordham,-1.0,/swimmer/560326,
Knute Wargin,St. Bonaventure,-1.0,/swimmer/555504,
Jake Bailey,Massachusetts,-1.0,/swimmer/1229419,
Liam McFadden,La Salle,-1.0,/swimmer/662608,
Jaxon Kaster,St. Bonaventure,-1.0,/swimmer/489025,
Jeddrick Gamilla,Saint Louis University,-1.0,/swimmer/486158,
Jadon Wuilliez,TCU,-1.0,,
Raphael Paiva Da,TCU,-1.0,,
Conner McBeth,West Virginia,-1.0,/swimmer/563616,
Jackson Huckabay,Texas,-1.0,/swimmer/445308,
Kobe Ndebele,Texas,-1.0,/swimmer/1877749,
Braden Osborn,West Virginia,-1.0,/swimmer/545153,
Parker Hughes,TCU,-1.0,NoMatch,
Milan Fabian,TCU,-1.0,/swimmer/958663,
Brian Jiang,Texas,-1.0,/swimmer/459810,
Luke Hobson,Texas,-1.0,/swimmer/576911,
Tim Connery,Texas,-1.0,,
Geremia Freri,TCU,-1.0,,
Luke Dimiceli,TCU,-1.0,/swimmer/551306,
Nathan Quarterman,Texas,-1.0,/swimmer/445766,
Riley Brown,West Virginia,-1.0,/swimmer/480579,
Wesley Schauer,West Virginia,-1.0,/swimmer/503107,
Tristan McFarland,TCU,-1.0,/swimmer/450169,
Christopher O'Connor,Texas,-1.0,,
Jake Young,West Virginia,-1.0,/swimmer/851461,
Reilly Keaney,West Virginia,-1.0,/swimmer/641400,
Phillip Endom,TCU,-1.0,/swimmer/480488,
Holden Smith,Texas,-1.0,/swimmer/509809,
Ethan Saunders,Xavier,-1.0,/swimmer/839292,
Gage Hannewyk,Xavier,-1.0,/swimmer/505595,
Patrick Hemingway,Villanova,-1.0,/swimmer/495019,
Connor Brennan,Georgetown,-1.0,/swimmer/514309,
Nate Lamers,Georgetown,-1.0,,
Alex Beauchene,Providence,-1.0,/swimmer/616481,
Bryant LaCroix,Seton Hall,-1.0,/swimmer/686779,
Sergio Coury,Georgetown,-1.0,/swimmer/495404,
Hayes Goetcheus,Georgetown,-1.0,/swimmer/404564,
Ansen Meyer,Georgetown,-1.0,/swimmer/375815,
Ryan Sharp,Providence,-1.0,/swimmer/743342,
Caleb Petranchuk,Xavier,-1.0,/swimmer/587154,
Stephen Kim,Georgetown,-1.0,/swimmer/551050,
Quade Oser,Providence,-1.0,/swimmer/576872,
Will Barao,Georgetown,-1.0,,
William Connolly,Georgetown,-1.0,,
Nick Todorovic,Georgetown,-1.0,,
Jack Brearton,Georgetown,-1.0,/swimmer/417903,
Seth Brodnick,Providence,-1.0,/swimmer/521087,
Sean Vizzard,Seton Hall,-1.0,/swimmer/618455,
Adam Lamping,Xavier,-1.0,/swimmer/1153464,
Nathan Wall,Xavier,-1.0,/swimmer/412826,
Aubrey Bowles,Villanova,-1.0,/swimmer/663943,
Michael Benington,Xavier,-1.0,/swimmer/486573,
Jack Januario,Georgetown,-1.0,/swimmer/632213,
Charlie Pitta,Seton Hall,-1.0,/swimmer/359021,
Luke Scanlon,Providence,-1.0,/swimmer/1355105,
Henry Halloran,Villanova,-1.0,/swimmer/607137,
John McEachern,Georgetown,-1.0,/swimmer/611658,
Jordan Gross,Georgetown,-1.0,/swimmer/559266,
Liam Ryan,Georgetown,-1.0,/swimmer/649117,
Victor Baganha,Penn St,-1.0,/swimmer/1332251,
Rafael Miroslaw,Indiana,-1.0,/swimmer/635088,
Brady Samuels,Purdue,-1.0,/swimmer/648503,
Nik Eberly,Michigan,-1.0,/swimmer/468728,
James Ward,Ohio St,-1.0,NoMatch,
Idris Muhammad,Purdue,-1.0,/swimmer/581390,
Finn Brooks,Indiana,-1.0,,
Daniel Baltes,Ohio St,-1.0,/swimmer/1280553,
Luke Barr,Indiana,-1.0,/swimmer/503462,
Will Myhre,Wisconsin,-1.0,,
Connor McCarthy,Purdue,-1.0,/swimmer/862404,
Luke Paxton,Ohio St,-1.0,,
Matt McDonald,Minnesota,-1.0,,
Evan Bock,Wisconsin,-1.0,/swimmer/599694,
Chris Morris,Minnesota,-1.0,/swimmer/580808,
Graysen Bernard,Northwestern,-1.0,/swimmer/580309,
Brendan Fitzpatrick,Michigan,-1.0,/swimmer/661004,
Joe Radde,Indiana,-1.0,,
Andrew Davis,Indiana,-1.0,NoMatch,
Karl Helmuth,Ohio St,-1.0,/swimmer/644259,
Jack Harvey,Penn St,-1.0,NoMatch,
Bar Soloveychik,Minnesota,-1.0,/swimmer/1248796,
Drew Kaelin,Minnesota,-1.0,/swimmer/621785,
Lance Lesage,Purdue,-1.0,/swimmer/489675,
Aiden Neuman,Penn St,-1.0,/swimmer/810055,
Gal GROUMI,Michigan,-1.0,,
Ryan Zerpa,Purdue,-1.0,/swimmer/375129,
Warren Briggs,Indiana,-1.0,/swimmer/557442,
Mason Carlton,Indiana,-1.0,/swimmer/418187,
Nico Butera,Wisconsin,-1.0,/swimmer/526333,
William Bansberg,Ohio St,-1.0,/swimmer/445208,
Tyler Lu,Northwestern,-1.0,,
Jack Callan,Michigan,-1.0,,
Jackson Carlile,Indiana,-1.0,/swimmer/505564,
Jackson Brown,Minnesota,-1.0,/swimmer/541726,
Luke Fortner,Purdue,-1.0,/swimmer/518140,
Yigit Aslan,Wisconsin,-1.0,/swimmer/1020405,
Fabio Dalu,Ohio St,-1.0,/swimmer/1167055,
Jacob Rosner,Northwestern,-1.0,/swimmer/495439,
Jack Deppen,Penn St,-1.0,/swimmer/481519,
Cameron Luarde,Michigan,-1.0,/swimmer/505563,
Connor Hunt,Michigan,-1.0,/swimmer/611671,
Sam Folger,Penn St,-1.0,,
Jacque Wenger,Michigan,-1.0,,
Tommy McCarthy,Minnesota,-1.0,,
Lucas Piunti,Indiana,-1.0,/swimmer/505553,
Josh Johnston,Minnesota,-1.0,,
Josh Matheny,Indiana,-1.0,,
Matthew Segal,Wisconsin,-1.0,/swimmer/494138,
Connor Morikawa,Northwestern,-1.0,/swimmer/418997,
Luke Rautzhan,Delaware,-1.0,/swimmer/734680,
Noah Sipowski,"University of North Carolina, Wilmington",-1.0,/swimmer/1218765,
Tonislav Sabev Sabev,Delaware,-1.0,,
Kacper Karnik,Drexel,-1.0,/swimmer/952747,
Miguel Vasquez,Delaware,-1.0,/swimmer/361852,
Kyle Johnson,"University of North Carolina, Wilmington",-1.0,NoMatch,
Ethan Womble,"University of North Carolina, Wilmington",-1.0,NoMatch,
Ryan Gruner,Drexel,-1.0,/swimmer/530360,
John Martin McGee,"University of North Carolina, Wilmington",-1.0,,
Carson Bauer,Towson,-1.0,/swimmer/1149694,
Blakely Dean,Towson,-1.0,,
Gavin Currie,Delaware,-1.0,/swimmer/358943,
Alessio Gianni,Drexel,-1.0,/swimmer/2668807,
Jacob Duracinsky,"University of North Carolina, Wilmington",-1.0,/swimmer/641326,
Eli Kofman,Drexel,-1.0,/swimmer/1493329,
Micah Lowe,William & Mary,-1.0,/swimmer/647291,
Sam O'Brien,"University of North Carolina, Wilmington",-1.0,,
Silas Crosby,"University of North Carolina, Wilmington",-1.0,/swimmer/503565,
Nate Piccolo,Drexel,-1.0,,
Kevin Lewke,Delaware,-1.0,/swimmer/1494242,
Aidan Duffy,"University of North Carolina, Wilmington",-1.0,NoMatch,
Dj Fechtman,Delaware,-1.0,,
Noah Spain,William & Mary,-1.0,/swimmer/1124900,
Fabio Fasolo,Incarnate Word,-1.0,,
Botond Ulrich,Incarnate Word,-1.0,/swimmer/1127006,
Ryan Lincicum,Old Dominion (M),-1.0,/swimmer/1158131,
Brett Reason,Florida Atlantic University,-1.0,/swimmer/805343,
Zuri Ramsey,Gardner-Webb,-1.0,/swimmer/1176474,
Max Ahumada Valdovinos,Florida Atlantic University,-1.0,,
Amechi Nwaeze,Incarnate Word,-1.0,,
Gustaf Hansson,Old Dominion (M),-1.0,/swimmer/1016443,
Russell Hronek,Old Dominion (M),-1.0,/swimmer/1311197,
Brett Sasser,Florida Atlantic University,-1.0,/swimmer/608230,
Carson Doll,Old Dominion (M),-1.0,/swimmer/507570,
John David Cass,Gardner-Webb,-1.0,/swimmer/1177936,
Johnathan Walden,Old Dominion (M),-1.0,/swimmer/584901,
Taylor Eaton,Florida Atlantic University,-1.0,/swimmer/581836,
Kaiden Gonser,Gardner-Webb,-1.0,/swimmer/474597,
Nicholas Daniels,Incarnate Word,-1.0,,
