Name,School,Power,Link,Hometown
Michael Hannig,Shippensburg University,56.27,/swimmer/462053,
Logan Brockway,West Chester,-1.0,/swimmer/401480,
Gerardo Ruiz,Edinboro,-1.0,,
Jimmy Greek,Bloomsburg,35.94,/swimmer/495133,
Luke Emmerling,Indiana University of Pennsylvania,-1.0,/swimmer/495042,
Caleb Dankle,Edinboro,-1.0,/swimmer/511846,
Zander Minano,Colorado Mesa,-1.0,/swimmer/357053,
Lane Austin,Colorado Mesa,-1.0,/swimmer/409094,
Felipe D'Orsi,Colorado Mesa,-1.0,,
George Durin,Colorado Mesa,-1.0,/swimmer/376461,
Bailey Usey,Colorado Mesa,-1.0,/swimmer/326417,
Harry Smith,Colorado School of Mines,-1.0,/swimmer/507421,
Treven Wertz,Colorado Mesa,-1.0,/swimmer/498620,
Jacob Nixon,Oklahoma Christi,-1.0,/swimmer/631876,
Elijah Tung,Oklahoma Christi,-1.0,/swimmer/1370416,
Cobi Wood,Colorado School of Mines,-1.0,/swimmer/458581,
Jake Simmons,Colorado Mesa,-1.0,/swimmer/446846,
Sam LaPrade,Colorado School of Mines,32.46,/swimmer/845091,
Adam Hartwell,Colorado Mesa,-1.0,/swimmer/376837,
Nick Delany,Colorado School of Mines,-1.0,,
Andrew Harris,Oklahoma Christi,-1.0,/swimmer/574638,
Josh Lee,Colorado School of Mines,-1.0,NoMatch,
Reese McIlroy,Oklahoma Christi,-1.0,/swimmer/581300,
Kaiden Gonser,Oklahoma Baptist University,-1.0,/swimmer/474597,
Jevonn Cobin,Oklahoma Baptist University,-1.0,/swimmer/452371,
Charles Burroughs,Colorado School of Mines,-1.0,/swimmer/458576,
Filip Duric,Oklahoma Baptist University,12.22,/swimmer/508614,
Evan Heidenreich,Oklahoma Christi,-1.0,/swimmer/376250,
Zac Hawes,Oklahoma Christi,-1.0,,
Tucker Adams,Colorado Mesa,-1.0,/swimmer/357762,
Gilbert Benton,Adams State University,-1.0,/swimmer/648780,
Jackson Kaye,Oklahoma Christi,-1.0,/swimmer/454201,
Ethan Trotter,Adams State University,-1.0,/swimmer/948317,
Carl Jackson,Oklahoma Christi,-1.0,/swimmer/584249,
Noah Woollweever,Oklahoma Christi,-1.0,/swimmer/1165066,
Logan Ellis,Colorado Mesa,-1.0,/swimmer/469196,
Brandon Hundley,Oklahoma Christi,-1.0,/swimmer/390288,
Robert Clayton,Colorado School of Mines,-1.0,/swimmer/449777,
Ethan Cohen,Adams State University,63.62,/swimmer/507479,
Braden Whitmarsh,Colorado School of Mines,-1.0,/swimmer/480987,
Austin Rich,Colorado School of Mines,-1.0,/swimmer/333987,
Joe Peak,Colorado School of Mines,-1.0,,
Henry Oberley,Colorado School of Mines,-1.0,/swimmer/413916,
Garrett White,Oklahoma Christi,-1.0,/swimmer/621419,
Ethan Fox,Colorado Mesa,-1.0,/swimmer/422090,
Nathan Braun,Oklahoma Christi,26.77,/swimmer/486991,
Andrew Ehler,Oklahoma Christi,-1.0,/swimmer/443652,
Mahmoud Elgayar,Colorado Mesa,-1.0,,
Nathan O'Neil,Colorado School of Mines,-1.0,,
Andrei Ungur,Carson-Newman,-1.0,/swimmer/648468,
Skyler Cook-Weeks,Queens University Charlotte,-1.0,/swimmer/345738,
Roberts Zemturis,Carson-Newman,-1.0,/swimmer/933191,
Viacheslav Ohnov,Wingate University,-1.0,,
Nikita Puzevich,Carson-Newman,-1.0,/swimmer/672226,
Brandon Meier,Carson-Newman,-1.0,/swimmer/155202,
Spencer Ashby,Lenoir-Rhyne,-1.0,/swimmer/417062,
Bennett Broad,Wingate University,-1.0,/swimmer/859467,
Ofek Malul,Catawba,-1.0,/swimmer/941654,
Nikola Tadic,Carson-Newman,-1.0,/swimmer/1241335,
Frederik Moeller,Wingate University,-1.0,/swimmer/1189764,
Kevon Lockhart,Wingate University,-1.0,/swimmer/510566,
Kalle Svensson,Wingate University,-1.0,/swimmer/424847,
Vincent Walden,Wingate University,-1.0,/swimmer/508235,
Micah McRea,Lenoir-Rhyne,-1.0,/swimmer/505700,
Hendrik Faber,Queens University Charlotte,-1.0,/swimmer/512537,
Marcel Snitko,Wingate University,-1.0,/swimmer/634787,
Clayton Boyles,Wingate University,-1.0,,
Daniel Brisuda,Wingate University,-1.0,/swimmer/416473,
Nathan McCormick,Lenoir-Rhyne,-1.0,/swimmer/475899,
Alex Bouhlel,Mars Hill,-1.0,,
Jacob Greene,Lenoir-Rhyne,-1.0,/swimmer/419040,
Tobias MIELKE,Catawba,-1.0,/swimmer/858471,
Ethan Hathcock,Wingate University,-1.0,/swimmer/474709,
James Anderson,Wingate University,-1.0,NoMatch,
John Carroll,Lenoir-Rhyne,-1.0,/swimmer/463439,
Brandon Lu,Wingate University,-1.0,,
Devon Collins,Carson-Newman,-1.0,/swimmer/384699,
John Ryan,Lenoir-Rhyne,-1.0,/swimmer/382829,
Max Sundberg,Wingate University,-1.0,/swimmer/691082,
Ethan Jones,Wingate University,-1.0,/swimmer/2447491,
Nick Stelmack,Wingate University,-1.0,,
Joao Cauduro De Miranda,Catawba,-1.0,,
Ryan Rabalais,Wingate University,-1.0,/swimmer/365238,
Matthew George,Carson-Newman,-1.0,/swimmer/986278,
Antonio Walters,Emory & Henry,-1.0,/swimmer/875007,
Jack Rose,Carson-Newman,-1.0,/swimmer/389668,
Casey Mitchell,Wingate University,-1.0,/swimmer/373115,
Scott Emerson,Catawba,-1.0,/swimmer/395552,
Ryan Spangler,Emory & Henry,-1.0,/swimmer/869265,
William Cisco,Lenoir-Rhyne,-1.0,,
Bennett Maczka,Queens University Charlotte,-1.0,/swimmer/423465,
Daniel Mizera,Wingate University,-1.0,/swimmer/958111,
Finn Howard,Queens University Charlotte,-1.0,/swimmer/473830,
Jonas Soerensen,Wingate University,100.0,/swimmer/251927,
Jedi Morland Janes,Carson-Newman,-1.0,/swimmer/522987,
Felix Grieb,Wingate University,48.62,/swimmer/349005,
Bruno Ferrari,Mars Hill,-1.0,/swimmer/1184583,
Elena Massa Teijeiro,Mars Hill,-1.0,,
Taylor Montgomery,Wingate University,-1.0,/swimmer/417031,
Luke Erwee,Queens University Charlotte,-1.0,/swimmer/672244,
Ryan Krejci,Lenoir-Rhyne,-1.0,/swimmer/376021,
Matthew Goslin,Mars Hill,-1.0,/swimmer/898750,
Garrett Butner,Wingate University,-1.0,/swimmer/520007,
Blake Madaris,Emory & Henry,67.63,/swimmer/409597,
Mohamed Hegazy,Queens University Charlotte,-1.0,,
James Reindl,Wingate University,-1.0,/swimmer/412461,
Kodee Eads,Carson-Newman,-1.0,/swimmer/462145,
Joey Clemmer,Carson-Newman,-1.0,/swimmer/384829,
Jan Delkeskamp,Queens University Charlotte,-1.0,/swimmer/952843,
Daniel Aizenberg,Florida Tech,-1.0,/swimmer/508511,
Hugo Bustamante Araya,University of Tampa,-1.0,,
Mikael Haugen,University of Tampa,-1.0,/swimmer/702469,
Kevin Vu,University of Tampa,-1.0,,
Brandon Dyck,Florida Southern,-1.0,/swimmer/356878,
Marvin Slanschek,University of Tampa,6.45,/swimmer/415779,
Cruse Sweeney,Rollins College,-1.0,,
Brian Daugherty,University of Tampa,-1.0,/swimmer/584540,
Farran Barker,Florida Tech,-1.0,/swimmer/378268,
Martin Hemminghyth,Nova Southeastern University,-1.0,/swimmer/637236,
Hampus Lovinge,Saint Leo University,-1.0,/swimmer/572480,
Ethan Oliva,Florida Southern,-1.0,/swimmer/439274,
J.J. Saslo,Florida Southern,25.03,/swimmer/409879,
Dalton Brown,Lynn,-1.0,/swimmer/483694,
Devin Green,Saint Leo University,-1.0,/swimmer/507450,
Luke Bunnell,Rollins College,-1.0,/swimmer/469893,
Thomas Labarias,Lynn,-1.0,/swimmer/1184586,
Joao Felipe Nascimento,Florida Tech,-1.0,/swimmer/1180384,
Reston Bartlett,Florida Tech,-1.0,/swimmer/370235,
Kaden Mackey,Nova Southeastern University,-1.0,/swimmer/488549,
Cameron Dolly,Rollins College,-1.0,/swimmer/440112,
Jacob Coutant,Florida Tech,-1.0,/swimmer/376150,
Ben Brewer,University of Tampa,-1.0,/swimmer/2038135,
Ignacio ALVAREZ,Lynn,-1.0,/swimmer/672281,
Miguel Bernotti,Florida Southern,-1.0,/swimmer/503483,
Evan Weber,Nova Southeastern University,33.18,/swimmer/439518,
Matt Agostinelli,Florida Southern,26.8,/swimmer/357860,
Ben Moers,Nova Southeastern University,-1.0,/swimmer/433084,
Sparky Fell,Nova Southeastern University,-1.0,,
Cam Dunne,Lynn,-1.0,,
Thomas Clark,University of Tampa,19.18,/swimmer/393391,
Ben Mann,Rollins College,-1.0,,
Jacob Wootton,Lynn,-1.0,/swimmer/441945,
Nathaniel Allen,Florida Tech,-1.0,/swimmer/502479,
Hunter Smith,Lynn,74.39,/swimmer/463622,
Alex Kidd,Florida Tech,-1.0,,
Robert Spekis,Nova Southeastern University,26.61,/swimmer/489125,
Danny Varon,Lynn,-1.0,,
David Romeo,Lynn,-1.0,/swimmer/435028,
Brad Jacobs,Lynn,-1.0,,
Julian Perez,Lynn,-1.0,/swimmer/535083,
Luka Prostran,Florida Southern,-1.0,/swimmer/514434,
Grant Ruster,University of Tampa,-1.0,/swimmer/400365,
Holt Ragsdale,Florida Southern,-1.0,/swimmer/388208,
Cole Smith,Florida Southern,-1.0,/swimmer/542953,
Momo Masmoudi,Lynn,15.2,/swimmer/998727,
Alessandro Xella,Nova Southeastern University,18.39,/swimmer/958130,
Spencer Hohm,Nova Southeastern University,-1.0,/swimmer/197304,
Ethan Qualle,Florida Tech,-1.0,/swimmer/428000,
Ethan Shaw,Florida Southern,-1.0,/swimmer/412878,
Marcos Hillje-Enthoven,University of Tampa,-1.0,/swimmer/357514,
Brandon Christensen,Florida Tech,-1.0,/swimmer/441639,
Sean Catron,Florida Tech,-1.0,,
CONNOR XU,Rollins College,-1.0,,
Rafi Chambasian,Nova Southeastern University,15.37,/swimmer/309945,
Daniel Liew,Rollins College,-1.0,/swimmer/928513,
Gabe Parnell,University of Tampa,-1.0,,
Jacob Cole,Florida Southern,27.71,/swimmer/400273,
Jake Burd,University of Tampa,-1.0,,
Austin Simpson,University of Tampa,10.48,/swimmer/724033,
Brandon Moran,Nova Southeastern University,-1.0,/swimmer/438441,
Colby Garthwaite,Florida Tech,-1.0,/swimmer/481967,
Theo Peristeridis,Florida Southern,-1.0,,
Mykhailo Semenov,Emmanuel,-1.0,,
Pedro Helou,Emmanuel,-1.0,/swimmer/998058,
Brady Samuels,Salem University,-1.0,/swimmer/648503,
Cooper Gobble,Lees-McRae College,-1.0,/swimmer/869209,
Enzo Kihara,Emmanuel,-1.0,/swimmer/652897,
Ethan Maddrey,Barton,-1.0,/swimmer/604685,
Gideon Bezuidenhout,King,-1.0,/swimmer/520692,
Jeandre Joubert,Emmanuel,-1.0,,
Christian Oleaga,Chowan,-1.0,/swimmer/1171284,
Sebastian Mendez,Emmanuel,-1.0,,
Carson Eliasen,King,-1.0,/swimmer/787175,
Patrick Thomas,Emmanuel,-1.0,/swimmer/328342,
Leonardo Trevisan,Emmanuel,-1.0,/swimmer/1090831,
Roman Martinez,Barton,-1.0,/swimmer/1026261,
Amadeusz Kielczewski,Emmanuel,-1.0,/swimmer/653961,
Aaron Van Nostrand,Lees-McRae College,-1.0,/swimmer/869117,
Fernando Gomez,Salem University,34.2,/swimmer/887184,
Luca Chiandussi,Findlay,-1.0,,
Andrew Creelman,Frostburg State University,-1.0,/swimmer/660703,
Ashton Smith,Notre Dame (Ohio) College,28.15,/swimmer/1095825,
Oliver Ehmann,Malone,-1.0,,
Adam Hornak,Findlay,-1.0,,
Braden Knoch,Malone,-1.0,/swimmer/568428,
Aidan Shue,Findlay,-1.0,/swimmer/1335195,
Dags Bregis,Findlay,-1.0,/swimmer/1082031,
Marko Priednieks,Findlay,-1.0,/swimmer/952782,
Enrique Garcia,Davis and Elkins College,29.18,/swimmer/1237791,
Matt Headley,Notre Dame (Ohio) College,-1.0,,
Jackson Miller,Frostburg State University,50.75,/swimmer/629655,
Nick Allen,Davis and Elkins College,-1.0,/swimmer/2926048,
Stephen Groves II,West Virginia Wesleyan College,-1.0,,
Jeremy Acosta,Notre Dame (Ohio) College,48.48,/swimmer/539454,
Zack Bishop,Fairmont,-1.0,,
Nathan Ratynski,Notre Dame (Ohio) College,-1.0,/swimmer/570192,
Gage Vondrasek,Davis and Elkins College,-1.0,/swimmer/1265014,
Luke Kline,Malone,-1.0,/swimmer/1745169,
Noah Loper,Frostburg State University,29.68,/swimmer/526510,
Thomas Hooper,Malone,-1.0,/swimmer/512489,
Josh Hagan,Ashland,-1.0,/swimmer/1271496,
Ethan Banks,Wheeling University,-1.0,/swimmer/383448,
Sebastian Sanchez,Notre Dame (Ohio) College,-1.0,NoMatch,
Justin Geiszler,Frostburg State University,-1.0,/swimmer/520741,
Pj Emrich,Frostburg State University,-1.0,,
Matthew Rotman,Frostburg State University,-1.0,/swimmer/637540,
Juan Daniel Garcia Ruiz,Findlay,-1.0,,
Chris Pfaltzgraff,Fairmont,100.0,/swimmer/821893,
Michael Wolsek,Wayne State,-1.0,/swimmer/494375,
Jacob Swier,Saint Cloud State University,-1.0,,
Collin Che,Wayne State,-1.0,/swimmer/553204,
Payton Rudeen,Saint Cloud State University,-1.0,/swimmer/492100,
Niels Callewaert,Northern Michigan University,-1.0,,
Zach Lowe,Grand Valley,-1.0,,
Mitchell Dickey,Davenport,-1.0,,
Raf Hendriks,Saint Cloud State University,-1.0,/swimmer/635054,
Jamahl Hogan,Grand Valley,-1.0,/swimmer/549196,
Miguel Hernandez,Davenport,-1.0,/swimmer/567333,
Christian Rottier,Saginaw Valley State University,-1.0,/swimmer/461727,
Jake Mitchell,Saginaw Valley State University,25.39,/swimmer/467284,
Marko Vucelic,Wayne State,-1.0,/swimmer/494312,
Ryan Lund,Northern Michigan University,-1.0,/swimmer/587769,
Zach Giesken,Davenport,55.78,/swimmer/1093838,
Elliot Mateyak,Saginaw Valley State University,-1.0,/swimmer/558119,
Charlie Koebele,Saint Cloud State University,47.87,/swimmer/416666,
Luke Pettinger,Northern Michigan University,-1.0,/swimmer/494352,
Logan Boynton,Northern Michigan University,-1.0,/swimmer/1309008,
Eric Hieber,Grand Valley,-1.0,/swimmer/967421,
Thibault AUGER,Northern Michigan University,-1.0,,
Jasper Pullinen,Northern Michigan University,-1.0,/swimmer/1151708,
Matthew Monday,Davenport,-1.0,/swimmer/412930,
Matt Lane,Grand Valley,-1.0,,
Richard Polasek,Davenport,-1.0,/swimmer/1162287,
Joe Lenard,Davenport,53.45,/swimmer/571023,
Ronan Pleass,Davenport,-1.0,/swimmer/1300791,
Karol Ostrowski,Drury,-1.0,/swimmer/508605,
Bryan Sullivan,Drury,-1.0,/swimmer/399121,
Noah Witzki,William Jewell College,-1.0,/swimmer/398972,
Aqeel Joseph,University of Indianapolis,-1.0,/swimmer/1197399,
Aidan Scott,Drury,-1.0,/swimmer/927261,
Filipe Pinheiro,McKendree,86.58,/swimmer/1444713,
David Reynolds,University of Missouri-St. Louis,25.47,/swimmer/511066,
Aidan Walters,Missouri University of Science & Technology,-1.0,/swimmer/501865,
Connor Sawyer,William Jewell College,-1.0,,
A.J. Kohler,Truman State University,-1.0,,
Sven Arnestad,Drury,-1.0,,
Jacob Berkheimer,William Jewell College,-1.0,/swimmer/542901,
Grant Johnson,Drury,-1.0,/swimmer/177837,
Drew Atwood,William Jewell College,-1.0,,
Brayden Cole,University of Indianapolis,-1.0,/swimmer/2886611,
Russell Smith,Lewis,-1.0,/swimmer/616717,
Noah Clancy,Missouri University of Science & Technology,17.21,/swimmer/462646,
Jackson Vanwanzeele,University of Indianapolis,-1.0,/swimmer/352244,
Collin Taylor,University of Indianapolis,26.6,/swimmer/503732,
Cole Grimes,McKendree,-1.0,,
Ryan Jurgensen,Maryville,-1.0,/swimmer/409877,
Eric Kelm,University of Indianapolis,100.0,/swimmer/1378809,
Tony Gipson,University of Indianapolis,-1.0,,
Jose Sanchez,William Jewell College,-1.0,/swimmer/603719,
Corbin Lofton,University of Indianapolis,-1.0,/swimmer/490808,
Jason McMechan,University of Indianapolis,-1.0,/swimmer/1153434,
Jabari Ramsey,Lewis,-1.0,/swimmer/346500,
Yaaseen Mohd Yunus,University of Indianapolis,100.0,/swimmer/1433253,
Daniel Samsel,William Jewell College,-1.0,/swimmer/927850,
Conley Savage,University of Missouri-St. Louis,-1.0,/swimmer/583255,
William Nickel,University of Missouri-St. Louis,-1.0,/swimmer/581009,
Daniel Fink,Truman State University,-1.0,/swimmer/697296,
Matt Senese,Lewis,-1.0,,
Isaac Rolfsen,Lewis,-1.0,/swimmer/494278,
Jake Lin,University of Indianapolis,-1.0,,
Quinn McCurry,William Jewell College,-1.0,/swimmer/1195508,
Jackson Michals,Truman State University,-1.0,/swimmer/1128029,
Stephen Gross,Maryville,-1.0,,
Liam Price,University of Indianapolis,-1.0,/swimmer/1806367,
Ari Kissel,Lewis,-1.0,/swimmer/1392235,
Tristan Olstad,Drury,-1.0,/swimmer/353467,
Collin Geurts,William Jewell College,-1.0,/swimmer/1049833,
Marcelo Busch,Missouri University of Science & Technology,-1.0,/swimmer/648501,
Philip Tso,Truman State University,-1.0,/swimmer/664037,
Devon Tallent,Maryville,-1.0,/swimmer/1175754,
Lukas Steiner,Drury,-1.0,/swimmer/689342,
Sebestyen Bohm,University of Indianapolis,-1.0,/swimmer/933139,
Chris Sprenger,Missouri University of Science & Technology,-1.0,/swimmer/485863,
Cole Miller,William Jewell College,-1.0,/swimmer/161209,
Martin Melinder,Missouri University of Science & Technology,21.82,/swimmer/1037373,
Landon Driggers,University of Indianapolis,7.8,/swimmer/676250,
Ivar Angell,Drury,-1.0,,
Joe Tetlow,William Jewell College,41.74,/swimmer/531500,
Elliot Labeau,McKendree,-1.0,/swimmer/511054,
Efren Martinez,University of Indianapolis,-1.0,/swimmer/463931,
Nate Baxter,Missouri University of Science & Technology,-1.0,,
Lamar Taylor,Henderson State University,-1.0,/swimmer/510636,
Patryk Dabrowski,Henderson State University,-1.0,/swimmer/1177803,
Jase Pinckney,Henderson State University,-1.0,/swimmer/550874,
Luis Guerrero Guerrero-Del Toro,Henderson State University,-1.0,,
Jacob Rubin,University of Montevallo,-1.0,NoMatch,
Andre McCloud,University of Montevallo,-1.0,/swimmer/587249,
Axel Torres Hecker,University of Texas Permian Basin,-1.0,/swimmer/902821,
Jayden Herron,Ouachita Baptist University,-1.0,/swimmer/375934,
Jeff McCoy,Ouachita Baptist University,-1.0,,
Jonah Troup,Delta State,-1.0,/swimmer/1051033,
Harrison Dorsey,University of Montevallo,-1.0,/swimmer/507824,
Chad Gscheidle,Ouachita Baptist University,-1.0,,
Noah Smith,Ouachita Baptist University,8.01,/swimmer/1497260,
Mason Wood,University of Montevallo,-1.0,/swimmer/792245,
Trevor Heath,University of Texas Permian Basin,-1.0,/swimmer/1081939,
Aj Williams,Delta State,-1.0,,
Zach Levesque,University of Texas Permian Basin,-1.0,,
Ergi Veli,University of Montevallo,-1.0,/swimmer/965819,
Raymond Asmakis,University of Montevallo,32.76,/swimmer/535027,
Derek McDonald,University of Montevallo,-1.0,/swimmer/534725,
Jaren Tippett,Henderson State University,-1.0,/swimmer/567973,
Simon Botton,University of Montevallo,-1.0,/swimmer/952797,
Rodrigo Gomez,Bentley,-1.0,/swimmer/440399,
Luke Hanson,Biola University,-1.0,NoMatch,
Trevor Riley,Fresno Pacific University,-1.0,/swimmer/1099476,
Matthew Trejo,Biola University,-1.0,/swimmer/445133,
Chris Lee,Fresno Pacific University,-1.0,/swimmer/1131266,
Jackson Black,Biola University,-1.0,/swimmer/1309367,
Noah Benson,Biola University,-1.0,/swimmer/1267377,
Jackson Calloway,Fresno Pacific University,-1.0,/swimmer/576923,
Garrett Frear,Fresno Pacific University,-1.0,/swimmer/471645,
Jonathan Sutherlin,Concordia University Irvine,-1.0,/swimmer/548397,
Matt Holmes,Biola University,-1.0,,
Mike Maurer,Biola University,-1.0,,
Max Ewins,Concordia University Irvine,-1.0,/swimmer/1375174,
Ryan Martines,Concordia University Irvine,-1.0,/swimmer/1478077,
Andy Thomas,Bloomsburg,-1.0,,
Stephen McCallum,Gannon,-1.0,/swimmer/898738,
Nolan Benner,West Chester,-1.0,/swimmer/618552,
Joey Decheck,Gannon,-1.0,,
Gabe Deiderick,Bloomsburg,-1.0,,
Dan Mueser,Bloomsburg,32.76,/swimmer/619425,
Trent Napholz,Clarion University,-1.0,/swimmer/717409,
Andrew Smith,Gannon,-1.0,/swimmer/836753,
Adam Morrison,Indiana University of Pennsylvania,22.83,/swimmer/563505,
Christopher Scoboria,Indiana University of Pennsylvania,-1.0,,
Josh Nel,Gannon,-1.0,,
Julien Dampenon,Indiana University of Pennsylvania,-1.0,,
Luke Mikesell,Indiana University of Pennsylvania,-1.0,/swimmer/580419,
Will Moses,Gannon,-1.0,,
Devin Metzger,West Chester,-1.0,/swimmer/563727,
Nolan Songer,Clarion University,-1.0,,
Aidan Mohren,Clarion University,-1.0,/swimmer/653034,
Blake Hendricks,Indiana University of Pennsylvania,-1.0,/swimmer/597964,
Michael Salvatori,Shippensburg University,-1.0,/swimmer/1321692,
Gabe Laslo,West Chester,28.17,/swimmer/662614,
Ethan Spradlin,Gannon,-1.0,/swimmer/412897,
Ben Sampson,Colorado Mesa,-1.0,,
Brandon Heredia,Oklahoma Christi,-1.0,/swimmer/398875,
Seth Krause,Colorado School of Mines,-1.0,/swimmer/587641,
Braden Hunt,Colorado School of Mines,-1.0,/swimmer/1132368,
Ian Wiley,Oklahoma Baptist University,-1.0,/swimmer/670193,
August Davison,Oklahoma Christi,-1.0,/swimmer/1049840,
Cole Haight,Adams State University,-1.0,,
Matheus Laperriere,Colorado Mesa,-1.0,,
Max Mitchell,Colorado School of Mines,-1.0,NoMatch,
Scott Reeder,Colorado School of Mines,-1.0,/swimmer/480723,
Sunshine Stott,Adams State University,-1.0,,
Gavin Anderson,Colorado Mesa,-1.0,/swimmer/495930,
Austin Mondello,Colorado Mesa,-1.0,/swimmer/523570,
Indiana Steving,Adams State University,-1.0,/swimmer/450090,
Evan Siegrist,University of Texas Permian Basin,-1.0,,
Thomas Gibson,Mars Hill,-1.0,,
Carson Jones,Carson-Newman,-1.0,/swimmer/506300,
Alexi Gentz,Wingate University,-1.0,/swimmer/520558,
Dalton Davidson,Mars Hill,-1.0,/swimmer/1030662,
Luke Harmon,Lenoir-Rhyne,-1.0,,
Noah Martin,Lenoir-Rhyne,-1.0,/swimmer/200360,
Connor Wright,Wingate University,-1.0,/swimmer/346999,
Jed Little,Carson-Newman,-1.0,,
Leon Heiermann,Catawba,-1.0,,
Adam Jones,Carson-Newman,-1.0,NoMatch,
Balazs Berecz,Queens University Charlotte,-1.0,/swimmer/508487,
Deni Cyprianos,Carson-Newman,-1.0,,
Garrison Johnson,Queens University Charlotte,-1.0,/swimmer/356989,
Benaiah McDowell,Carson-Newman,-1.0,/swimmer/574341,
Ian Leighninger,Wingate University,-1.0,/swimmer/503012,
Kyle Rock,Catawba,-1.0,/swimmer/508264,
Yann Van Den Bossche,Wingate University,-1.0,,
Thanos Diamantidis,Carson-Newman,29.06,/swimmer/1094062,
Kyle Micallef,Florida Southern,-1.0,/swimmer/691084,
Anton Mueller,Nova Southeastern University,-1.0,,
Steven Aimable,Nova Southeastern University,-1.0,,
Yigit Saglam,University of Tampa,-1.0,/swimmer/1019983,
Spencer Jyawook,Saint Leo University,-1.0,/swimmer/494249,
Cameron Lai-Harris,Florida Southern,-1.0,/swimmer/452854,
Max Martino,Florida Tech,-1.0,/swimmer/507369,
Patrick Fry,University of Tampa,-1.0,/swimmer/698386,
Pablo Ortiz,University of Tampa,16.75,/swimmer/976190,
Carlos Nava,Saint Leo University,-1.0,/swimmer/913199,
Jay Jay Fonnotto,Florida Tech,-1.0,,
Jakub Kwasny,Saint Leo University,-1.0,,
Szymon Leszega,Saint Leo University,-1.0,/swimmer/1057481,
Winn Aung,University of Tampa,-1.0,/swimmer/418638,
Elder Oliveira,Florida Southern,-1.0,,
Christian Vendetti,Nova Southeastern University,-1.0,/swimmer/1135793,
Aiden Hichkad,Nova Southeastern University,-1.0,/swimmer/516353,
Ian Morgan,University of Tampa,16.25,/swimmer/503546,
Keith Peristeridis,Florida Southern,-1.0,,
Boris Mitev,Florida Southern,-1.0,/swimmer/820990,
Mike Sickels,Lynn,31.1,/swimmer/532107,
Alexander Clark,Saint Leo University,-1.0,NoMatch,
Agustus Olivieri Ramos,Lynn,-1.0,,
Luke Slabe,Lynn,-1.0,/swimmer/676726,
Jarryd Baxter,Nova Southeastern University,-1.0,/swimmer/450851,
Caleb Downey,Lynn,-1.0,/swimmer/532243,
Ben Katzbeck,Lynn,63.8,/swimmer/486248,
Jose Diaz,Nova Southeastern University,-1.0,NoMatch,
Olle Williamsson,Nova Southeastern University,-1.0,/swimmer/544616,
Josh Davis,Florida Tech,-1.0,NoMatch,
Jeff Davenport,Lynn,-1.0,,
CJ Hills,University of Tampa,-1.0,,
Derek Halas,Lynn,-1.0,/swimmer/603976,
Rommel Ferguson,Saint Leo University,-1.0,,
Jasim Abu-Dan,Lynn,-1.0,/swimmer/654402,
Ludwig Mueller,Florida Southern,-1.0,,
Dalton Fink,West Chester,-1.0,/swimmer/453789,
Joel Dunnigan,West Chester,-1.0,/swimmer/1281280,
Connor Hebert,Gannon,-1.0,/swimmer/607783,
Austin Prokopec,Clarion University,-1.0,/swimmer/547496,
Tony Goulstone,Bloomsburg,28.54,/swimmer/819366,
Zaidian VanOrden,Shippensburg University,-1.0,,
Nick Fiddler,Bloomsburg,-1.0,,
Matt Beard,Shippensburg University,-1.0,,
Nathan Vannatter,Shippensburg University,-1.0,/swimmer/619102,
Ben Desclous,West Chester,-1.0,/swimmer/628308,
Tanner Glatfelter,Bloomsburg,-1.0,/swimmer/804675,
Frank Barger,Edinboro,-1.0,,
Lucas Santiago,Clarion University,59.94,/swimmer/57813,
Max Bachman,West Chester,-1.0,/swimmer/809626,
David Bocci,Clarion University,-1.0,/swimmer/1340740,
Luke Ramalho,Indiana University of Pennsylvania,-1.0,/swimmer/522510,
Jacob Greenwood,Shippensburg University,-1.0,/swimmer/1694632,
Joe Feiser,Clarion University,6.4,/swimmer/295500,
David Johnson,Shippensburg University,26.96,/swimmer/1322372,
Dennis Dukinas,Bloomsburg,-1.0,/swimmer/1211501,
Colton Hollon,Clarion University,-1.0,/swimmer/1177773,
Isaac Wayne,Clarion University,-1.0,/swimmer/1026400,
Michael Lintelman,Clarion University,-1.0,/swimmer/759198,
Brody Heckman,West Chester,-1.0,/swimmer/619384,
Nikita Pisarenko,West Chester,-1.0,/swimmer/1081974,
Seth Butler,Gannon,-1.0,/swimmer/503045,
Dylan Cossin,Edinboro,-1.0,/swimmer/548998,
Ryan Barclay,Gannon,-1.0,/swimmer/500921,
Hiyan Kubagawa,Gannon,-1.0,/swimmer/1355285,
Alexander McClurkin,West Chester,-1.0,,
Anton Akopian,Emmanuel,-1.0,,
Caleb Eidson,Lees-McRae College,-1.0,/swimmer/614293,
David Szlobodnyik,Barton,-1.0,,
Fabrizio Infante,Chowan,-1.0,/swimmer/1100747,
Lukasz Gorka,Emmanuel,15.47,/swimmer/1164788,
Keaton McCabe,Emmanuel,-1.0,/swimmer/653776,
Samuel Osowiecki,King,43.25,/swimmer/677293,
Huascar Urbina,Salem University,-1.0,/swimmer/1339295,
Ricky Sanchez,Emmanuel,-1.0,/swimmer/1337774,
Thomas Ware,Lees-McRae College,-1.0,/swimmer/614511,
Tyler Searles,Emmanuel,-1.0,/swimmer/1174614,
Chase Davis,Lees-McRae College,-1.0,NoMatch,
Stephen Bandy,Lees-McRae College,-1.0,/swimmer/778059,
